date,mean_age,date_colour
2020-02-02,52.5,1
2020-02-05,NA,2
2020-02-08,53.75,3
2020-02-09,52.5,4
2020-02-11,27.5,5
2020-02-21,77.5,6
2020-02-23,27.5,7
2020-02-24,42.5,8
2020-02-25,52.5,9
2020-02-26,41.25,10
2020-02-27,51.07142857142857,11
2020-02-28,41.13636363636363,12
2020-02-29,45.5,13
2020-03-01,47.25,14
2020-03-02,47.37179487179487,15
2020-03-03,47.12264150943396,16
2020-03-04,44.54081632653061,17
2020-03-05,43.98936170212766,18
2020-03-06,45.416666666666664,19
2020-03-07,51.875,20
2020-03-08,49.1,21
2020-03-09,49.53252032520325,22
2020-03-10,54.18888888888889,23
2020-03-11,52.330028328611895,24
2020-03-12,53.746973365617436,25
2020-03-13,58.65681233933162,26
2020-03-14,65.72115384615384,27
2020-03-15,64.67884130982368,28
2020-03-16,66.8692870201097,29
2020-03-17,63.65952732644018,30
2020-03-18,63.54535398230089,31
2020-03-19,63.48907103825137,32
2020-03-20,62.95454545454545,33
2020-03-21,64.482421875,34
2020-03-22,64.50414937759336,35
2020-03-23,63.85209163346614,36
2020-03-24,63.49002493765586,37
2020-03-25,64.02565256525652,38
2020-03-26,64.93285325029194,39
2020-03-27,64.75887345679013,40
2020-03-28,64.47748513169074,41
2020-03-29,65.00413223140495,42
2020-03-30,63.838008013737834,43
2020-03-31,63.50961538461539,44
2020-04-01,62.264967837704106,45
2020-04-02,61.646978363591145,46
2020-04-03,61.71886605595444,47
2020-04-04,60.951845184518454,48
2020-04-05,61.7516447368421,49
2020-04-06,59.71279069767442,50
2020-04-07,58.70467185761958,51
2020-04-08,58.956115448308495,52
2020-04-09,58.65673510265398,53
2020-04-10,59.05798128721293,54
2020-04-11,58.45277963831212,55
2020-04-12,58.65265866209263,56
2020-04-13,57.75365562518651,57
2020-04-14,56.80863477246208,58
2020-04-15,56.033879913190255,59
2020-04-16,56.435551419264776,60
2020-04-17,56.86983212227512,61
2020-04-18,54.283173902379204,62
2020-04-19,54.47211733952948,63
2020-04-20,58.071467915174885,64
2020-04-21,56.825498211548286,65
2020-04-22,54.415632232274355,66
2020-04-23,55.49910972624082,67
